Unnamed: 0,Square,Price,Room,Floor,Building floor,Renovation,Material,Address,Lift,Bathroom,Washing machine,TV,Microwave oven,Playground,Furniture,Refrigerator,Air conditioner,Wifi,Cable,Security,Video surveillance,Parking space,Latitude,Longitude
459,800,78000,5,1,1,Средний,Кирпичный,"Ташкентская область, населённый пункт Май, село Болгаровка, 4Р8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.47768,69.47768
460,100,85000,4,7,9,Средний,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Чимён, улица Карасу 1",1,1,0,0,0,1,0,0,0,1,0,0,0,1,69.376099,69.376099
461,52,66555,2,3,4,Евроремонт,Панельный,"город Ташкент, Чиланзарский район, махаллинский сход граждан Ботирма, улица Машраба",0,0,1,1,0,1,1,1,1,1,1,0,0,1,69.194576,69.194576
462,46,42500,1,6,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Ифтихор, проспект Амира Темура",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.287049,69.287049
463,200,395000,4,2,5,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Чулпон, улица Эльбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.312678,69.312678
464,62,95000,2,1,4,Евроремонт,Панельный,"город Ташкент, Мирабадский район, массив Айбек, улица Айбека",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.278138,69.278138
465,78,95000,3,3,5,Евроремонт,Панельный,"город Ташкент, Мирзо-Улугбекский район, 2-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.383016,69.383016
466,73.3,67000,3,4,4,Требует ремонта,Панельный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Камолот",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.362696,69.362696
467,91,110000,4,1,5,Авторский проект,Панельный,"город Ташкент, Сергелийский район, квартал Сергели-4",0,1,0,0,0,1,0,0,1,1,1,0,0,1,69.220205,69.220205
468,79,77000,3,8,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, махаллинский сход граждан Амир Темур, 2-й проезд Бирлашган",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.353542,69.353542
469,75,120000,3,8,9,Средний,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, улица Афросиаб",1,1,0,0,0,0,1,0,0,0,0,0,0,0,69.263324,69.263324
470,30,72000,1,4,4,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махалля Богсарой, улица Сарабустон",0,0,0,1,0,0,1,1,0,0,0,0,0,0,69.261474,69.261474
471,57,75000,2,8,9,Требует ремонта,Панельный,"город Ташкент, Юнусабадский район, массив Минор, улица Осиё",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.28483,69.28483
472,37,56000,1,1,4,Средний,Панельный,"город Ташкент, Яшнободский район, массив Ташсельмаш",0,0,0,1,0,0,1,1,0,1,0,0,0,0,69.30789,69.30789
473,200,350000,4,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Хамид Олимжон, улица Достоевского",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.299347,69.299347
474,55,60000,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Отчопар-1, проспект Амира Темура",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.287049,69.287049
475,42,18500,1,1,4,Средний,Панельный,"Наманганская область, Наманган, Давлатабадский район",0,0,0,1,1,0,1,1,1,0,0,0,0,0,71.599268,71.599268
476,68,75000,3,2,5,Средний,Другое,"город Ташкент, Шайхантахурский район, массив Ибн Сина-1",0,0,1,0,0,0,0,0,1,1,0,0,0,0,69.168094,69.168094
477,126,105000,4,9,9,No renovation,No material,"город Ташкент, Яшнободский район, Махтумкули",1,0,0,0,0,1,0,0,0,0,0,0,0,0,69.31018,69.31018
478,92,87999,3,2,3,Средний,Кирпичный,"Ташкентская область, улица Минг терак",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.16301,69.16301
479,55,60500,2,3,4,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Атчапар-1, Шахристанская улица",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.290391,69.290391
480,65,62000,3,4,5,Требует ремонта,Кирпичный,"город Ташкент, Учтепинский район, махаллинский сход граждан Чаманзар, улица Учтепа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.165372,69.165372
481,38,41500,1,1,5,Средний,Кирпичный,"город Ташкент, Янгихаётский район, 15-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.215516,69.215516
482,52,35000,2,3,3,Евроремонт,Кирпичный,"Ташкентская область, Ангрен, 6-й квартал, улица Марифат",1,1,1,1,1,1,1,1,1,1,1,1,1,1,70.070146,70.070146
483,55,190000,2,6,7,Евроремонт,Кирпичный,"город Ташкент, Шайхантахурский район, жилой комплекс Boulevard, улица Фурката",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.242978,69.242978
484,90,99000,3,3,9,Средний,Монолитный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Жангох, улица Себзар",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.249706,69.249706
485,90,90000,3,9,9,Евроремонт,Блочный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Янги Авайхон, улица Авайхон",1,1,1,1,0,1,1,0,1,1,1,0,0,1,69.357028,69.357028
486,73,62000,3,4,16,Авторский проект,Монолитный,"город Ташкент, Янгихаётский район, махаллинский сход граждан Файзли",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.239869,69.239869
487,62,67500,2,3,4,Евроремонт,Панельный,"город Ташкент, Юнусабадский район, 12-й квартал",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.294056,69.294056
488,75,130000,3,8,8,Евроремонт,Другое,"город Ташкент, Яккасарайский район, махаллинский сход граждан Абдулла Каххар, улица Глинки",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.261555,69.261555
489,76,75000,2,3,9,Средний,Монолитный,"город Ташкент, Алмазарский район, махаллинский сход граждан Орзу, улица Беруни",1,1,0,1,0,1,1,1,0,1,1,0,1,1,69.219433,69.219433
490,75,135000,3,4,4,Авторский проект,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Аккурган, 1-й проезд Аккурган",0,0,1,1,1,1,1,1,1,1,0,0,0,0,69.300578,69.300578
491,24.45,40000,1,1,2,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Авайхан, улица Гёте",0,0,0,0,0,0,1,0,0,0,0,0,0,0,69.348449,69.348449
492,130,150000,4,6,7,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, махаллинский сход граждан Чулпан, улица Махтумкули",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.31018,69.31018
493,45,69000,2,4,5,Средний,Кирпичный,"город Ташкент, Юнусабадский район, махаллинский сход граждан Кушчинор, улица Еттичинор",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.270852,69.270852
494,28,39500,1,2,5,Требует ремонта,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Навнихол, улица Шахриабад",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.337561,69.337561
495,99,95000,5,5,9,Средний,Блочный,"город Ташкент, Шайхантахурский район, массив Бельтепа",1,1,1,1,1,1,1,1,1,1,1,0,0,1,69.171229,69.171229
496,146,139000,4,1,4,Средний,Кирпичный,"город Ташкент, Яшнободский район, 1-й квартал, улица Темирчи",0,1,0,0,0,1,1,0,0,1,1,0,0,0,69.359004,69.359004
497,120,169900,4,1,5,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Шайхонтохур, проезд Лабзак",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.260647,69.260647
498,84,99000,4,4,4,Средний,Кирпичный,"город Ташкент, Шайхантахурский район, махаллинский сход граждан Кохата, улица Зульфияханум",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.262812,69.262812
499,85,145000,3,1,3,Авторский проект,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Афрасиаб, улица Якуба Коласа",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.273071,69.273071
500,112,158000,4,4,10,Авторский проект,Кирпичный,"город Ташкент, Бектемирский район, массив Тараккиёт, улица Яшнабод",1,1,1,1,1,1,1,1,1,1,1,1,1,1,69.373269,69.373269
501,56,75000,3,6,7,Средний,Кирпичный,"город Ташкент, Сергелийский район, населённый пункт Файзли, 2-й тупик Янги Хаёт",1,1,0,0,0,1,1,1,1,0,0,0,0,1,69.256488,69.256488
502,65,84999,2,9,10,Евроремонт,Кирпичный,"город Ташкент, Чиланзарский район, квартал Е",1,1,1,1,0,1,1,1,1,1,1,0,0,1,69.222927,69.222927
503,70,120000,3,1,4,Авторский проект,Кирпичный,"город Ташкент, Шайхантахурский район, массив Джангох",0,0,0,0,0,1,0,0,1,1,1,0,1,1,69.252581,69.252581
504,100,110000,5,5,9,Евроремонт,Панельный,"город Ташкент, Яшнободский район, массив Куйлюк-Центр, улица Тантана",1,1,0,0,1,1,1,0,1,1,1,1,0,1,69.330976,69.330976
505,92,72500,4,5,5,Евроремонт,Монолитный,"город Ташкент, Сергелийский район, махаллинский сход граждан Шукрона",0,1,1,0,1,1,1,1,1,1,0,0,0,0,69.28501,69.28501
506,55,50000,3,8,8,Евроремонт,Кирпичный,"город Ташкент, Яшнободский район, Izzat turar-joy majmuasi, улица Иззат",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.341954,69.341954
507,71,148000,3,6,8,Евроремонт,Другое,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Алмачи, 2-й Паркентский проезд",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.315373,69.315373
508,83,92000,4,1,5,Средний,Панельный,"город Ташкент, Алмазарский район, массив Ходжаева",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.182772,69.182772
509,67,75000,3,4,5,Средний,Кирпичный,"город Ташкент, Чиланзарский район, квартал Г9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.198637,69.198637
510,96,109000,4,2,9,Средний,Монолитный,"город Ташкент, Учтепинский район, массив Изза",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.148259,69.148259
511,66,115000,3,4,5,Евроремонт,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Конституция, улица Шота Руставели",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.241935,69.241935
512,52,83500,2,2,5,Требует ремонта,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Сарабустан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.263926,69.263926
513,77,150000,3,3,4,Евроремонт,Кирпичный,"город Ташкент, Мирабадский район, махаллинский сход граждан Мовароуннахр, улица Садыка Азимова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.28898,69.28898
514,60,110000,2,2,9,Евроремонт,Панельный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Богсарай, улица Тафаккур",1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.261501,69.261501
515,50,90000,2,2,4,Средний,Кирпичный,"город Ташкент, Яккасарайский район, махаллинский сход граждан Юнус Раджаби, проспект Шарафа Рашидова",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.272182,69.272182
516,45,53000,1,3,4,Средний,Кирпичный,"город Ташкент, Мирзо-Улугбекский район, махаллинский сход граждан Асака, 2-й тупик Дархан",0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.301611,69.301611
517,49,35000,2,8,9,Средний,Другое,"город Ташкент, Мирабадский район, махаллинский сход граждан Фуркат, улица Янгизамон",1,0,0,0,0,1,0,0,0,0,0,0,0,0,69.295529,69.295529
